image_id,accuracy,f1,jaccard,recall,precision
ISIC_0007322,0.9761505126953125,0.7958197256694971,0.6608808852245607,0.7155273666901574,0.8964096527369041
ISIC_0014879,0.9969940185546875,0.9496549961666241,0.9041362530413626,0.9211700545364403,0.979957805907173
ISIC_0014480,0.959991455078125,0.758073445285108,0.6104011887072809,0.6104011887072809,1.0
ISIC_0012178,0.9430084228515625,0.34462186348482193,0.20818316726733094,0.20818316726733094,1.0
ISIC_0015009,0.975830078125,0.9848970251716248,0.9702434625788999,0.9891978855435533,0.9806334016860333
ISIC_0000325,0.98260498046875,0.9681047507134464,0.9381812266146088,0.9408341943553211,0.9970033999884746
ISIC_0000044,0.96954345703125,0.9691145978398786,0.9400798535018462,0.9400798535018462,1.0
ISIC_0000364,0.960601806640625,0.9576485254076044,0.9187385913010637,0.9547045164666252,0.9606107473098818
ISIC_0000262,0.985809326171875,0.9005347593582889,0.8190661478599222,0.9929245283018868,0.8238747553816047
ISIC_0001960,0.9727935791015625,0.5922707523439287,0.4207277452891488,0.421001300390117,0.9984579799537394
ISIC_0000243,0.9224395751953125,0.903462290847625,0.8239226825550783,0.8239226825550783,1.0
ISIC_0010184,0.9833526611328125,0.9091211995002082,0.8333842394624312,0.8929798723613157,0.9258568035290126
ISIC_0011386,0.967071533203125,0.7822401614530777,0.6423599602253894,0.6423599602253894,1.0
ISIC_0013673,0.9738006591796875,0.0,0.0,0.0,0.0
ISIC_0015987,0.99395751953125,0.8874360432063673,0.7976494634644865,0.8100674623767514,0.9811439346323068
ISIC_0013981,0.92828369140625,0.0,0.0,0.0,0.0
ISIC_0015170,0.9486541748046875,0.9252305299411177,0.8608641720074426,1.0,0.8608641720074426
ISIC_0000538,0.9852142333984375,0.9545603751465417,0.913070781376155,0.9147941758044221,0.9979409746053535
ISIC_0010851,0.938018798828125,0.7617036254839845,0.6151222285389426,0.6151222285389426,1.0
ISIC_0000348,0.9794921875,0.948379167306806,0.9018261504747991,0.9059954502091436,0.9949230397292288
ISIC_0000216,0.985015869140625,0.9834216834925887,0.9673840839643948,0.9761050973558095,0.9908487838067699
ISIC_0009962,0.765472412109375,0.7909355531978564,0.6541715417154171,0.6544071306383362,0.9994499828119628
ISIC_0001292,0.9749298095703125,0.6992494966135823,0.537573881227132,0.537573881227132,1.0
ISIC_0013213,0.9749908447265625,0.7014028056112224,0.5401234567901234,0.5401234567901234,1.0
ISIC_0000288,0.8872528076171875,0.9232223942476543,0.8573937545837033,0.8573937545837033,1.0
ISIC_0009988,0.6979522705078125,0.8117898740194913,0.6832039689525486,0.6832039689525486,1.0
ISIC_0013603,0.99365234375,0.8063314711359404,0.6755070202808112,0.7363945578231292,0.8909465020576132
ISIC_0015544,0.5950164794921875,0.5037674114237637,0.336690575562942,0.9462003090321675,0.3432619053685632
ISIC_0001247,0.9933013916015625,0.9437107321451468,0.8934207331876669,0.9815950920245399,0.908641975308642
ISIC_0014845,0.9888153076171875,0.9616250458091199,0.9260865181002319,0.9390593047034764,0.9853020062225083
ISIC_0010017,0.909698486328125,0.8799886437378326,0.7856961796125295,0.7856961796125295,1.0
ISIC_0013626,0.977630615234375,0.9218716691536986,0.8550667325753831,0.9945952161913524,0.8590584028605482
ISIC_0015309,0.9606781005859375,0.8803565625145086,0.7862829656659479,0.9927748691099476,0.7908082408874801
ISIC_0000368,0.9535675048828125,0.9624687033633864,0.927652694895509,0.9330654996771648,0.9937853395140339
ISIC_0000546,0.9779510498046875,0.966394567315519,0.9349743497434975,0.9568481164225845,0.976133427296218
ISIC_0013996,0.9638824462890625,0.76122263694139,0.6144951140065147,0.6146953405017921,0.9994701986754967
ISIC_0012335,0.9718017578125,0.0,0.0,0.0,0.0
ISIC_0015158,0.95672607421875,0.8276406952716665,0.7059616381544842,0.9633559705715903,0.725442147879821
ISIC_0000525,0.9656524658203125,0.9509382968984983,0.9064655530624117,0.9069177683545356,0.9994502222018601
ISIC_0010567,0.98870849609375,0.9458589405911618,0.8972792892837312,0.8986514667037397,0.9983011583011583
ISIC_0000358,0.975311279296875,0.9237296125200339,0.8582690960056062,0.8612869198312236,0.9959341329538524
ISIC_0013104,0.984954833984375,0.9199675324675325,0.8517961821734555,0.9998235709244884,0.8519242333132893
ISIC_0015295,0.958160400390625,0.9705231020618778,0.9427342216281692,0.9443514644351464,0.9981867232762814
ISIC_0013208,0.9794769287109375,0.0014847809948032665,0.0007429420505200594,0.001968503937007874,0.0011918951132300357
ISIC_0013383,0.997711181640625,0.9630359783144405,0.9287072243346007,0.9809236947791165,0.9457889641819942
ISIC_0014181,0.71942138671875,0.5604532198690061,0.3893261598751287,0.3893261598751287,1.0
ISIC_0014229,0.9969635009765625,0.966694560669456,0.9355361192095886,0.9917582417582418,0.9428664707802807
ISIC_0012148,0.985595703125,0.8286751361161524,0.7074682367524016,0.7152255639097744,0.9849007765314927
ISIC_0014027,0.895477294921875,0.471124150710315,0.30815069184930816,0.35271676300578036,0.7092050209205021
ISIC_0014185,0.9925537109375,0.9486315789473685,0.9022827392871445,0.9348547717842324,0.9628205128205128
ISIC_0000176,0.9629669189453125,0.8770454430315618,0.7810159704051249,0.7810159704051249,1.0
